Use Case,Requirement,Requirement2,Requirement3,Capability,Features ,ID,Importance,products,values,sum,count
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Mobile Carrier Data Access,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",20,4,AGEify Application,0,12,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Mobile Carrier Data Access,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",20,4,Kairos Digital Identity Verification,0,12,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Mobile Carrier Data Access,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",20,4,Unissey Facial Biometrics,0,12,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Mobile Carrier Data Access,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",20,4,Melissa Identity Verification,0,12,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Mobile Carrier Data Access,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",20,4,HyperVerge Face Authentication,0,12,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Mobile Carrier Data Access,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",20,4,Gulf Data International IdentifyME,0,12,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Mobile Carrier Data Access,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",20,4,Amazon Rekognition,0,12,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Mobile Carrier Data Access,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",20,4,Innovative Technology MyCheckr,0,12,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Mobile Carrier Data Access,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",20,4,SCSoft Face Verification,0,12,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Mobile Carrier Data Access,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",20,4,Enface Platform,0,12,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Mobile Carrier Data Access,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",20,4,KYCAID Verification Platform,0,12,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Mobile Carrier Data Access,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",20,4,Betaface Face Detection and Recognition SDK & API,0,12,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Mobile Carrier Data Access,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",20,4,Trust Stamp Age Estimation,0,12,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Mobile Carrier Data Access,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",20,4,Didit Identity Verification,0,12,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Mobile Carrier Data Access,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",20,4,Trust Stamp Age Verification,0,12,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Mobile Carrier Data Access,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",20,4,UltraPass Identity Ultra Pass ID,0,11,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Mobile Carrier Data Access,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",20,4,1Kosmos BlockID Customer,0,11,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Mobile Carrier Data Access,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",20,4,MSLA-ID Identity Verification,4,11,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Mobile Carrier Data Access,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",20,4,Deep Labs DeepDecision,0,9,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Mobile Carrier Data Access,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",20,4,Rank One Computing ROC SDK,0,8,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Mobile Carrier Data Access,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",20,4,Luxand Cloud,0,8,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Mobile Carrier Data Access,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",20,4,Ondato Age Verification,0,8,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Mobile Carrier Data Access,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",20,4,KnowYourX Ultimate Verification Platform,0,8,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Mobile Carrier Data Access,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",20,4,Checkin.com Identity Document Scanning & Face Matching,0,8,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Mobile Carrier Data Access,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",20,4,SkyBiometry Facial Recognition API,0,8,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Mobile Carrier Data Access,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",20,4,ClearDil Identity Verification,0,8,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Mobile Carrier Data Access,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",20,4,Neurotechnology Face Verification,0,8,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Mobile Carrier Data Access,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",20,4,Aware PreFace,0,8,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Mobile Carrier Data Access,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",20,4,Alchera Face Trust,0,8,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Mobile Carrier Data Access,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",20,4,Bandio Age Band,0,8,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Mobile Carrier Data Access,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",20,4,Daon xProof,0,8,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Mobile Carrier Data Access,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",20,4,Verisoul Face Match,0,8,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Mobile Carrier Data Access,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",20,4,Ondato Reusable Age Verification,0,8,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Mobile Carrier Data Access,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",20,4,ClearDil Biometric Verification,0,8,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Mobile Carrier Data Access,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",20,4,Luxand Age-O-Meter,0,8,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Mobile Carrier Data Access,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",20,4,AU10TIX Biometric Identity Verification System,0,8,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Mobile Carrier Data Access,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",20,4,Facephi Onboarding,0,6,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Mobile Carrier Data Access,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",20,4,Veratad IDMatch,0,4,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Mobile Carrier Data Access,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",20,4,Outdid Private Verification,0,4,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Mobile Carrier Data Access,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",20,4,Verifai Identity Verification Platform,0,4,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Mobile Carrier Data Access,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",20,4,AVSecure AgePass,0,4,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Mobile Carrier Data Access,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",20,4,Facephi Authentication,0,3,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Mobile Carrier Data Access,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",20,4,Techsign Biometric signature & forensic tool,0,3,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Mobile Carrier Data Access,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",20,4,AgeVerify Age Verification,0,3,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Mobile Carrier Data Access,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",20,4,IDMERIT IDMkyx,0,2,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Mobile Carrier Data Access,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",20,4,1Kosmos BlockID Platform,0,0,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Mobile Carrier Data Access,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",20,4,Ayonix AIBOX,0,0,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Mobile Carrier Data Access,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",20,4,Techsign FIDO Biometric Authentication,0,0,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Mobile Carrier Data Access,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",20,4,Techsign Smart ID Card Verification,0,0,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Mobile Carrier Data Access,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",20,4,Techsign DOC,0,0,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Mobile Carrier Data Access,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",20,4,Faceter App,0,0,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Mobile Carrier Data Access,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",20,4,Veridas Face Authentication,0,0,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,Persona Verifications,0,59,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,Jumio ID Verification,0,48,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,AU10TIX Platform,0,46,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,Sumsub User Verification,0,48,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,Caf Identity Verification - KYC,3,40,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,VerifyMy VerifyMyAge Platform,0,32,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,BlueCheck Age Verification for E-Commerce,0,28,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,Opale.io Solution,0,26,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,Luciditi Digital Identity Platform,0,24,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,Veriff Age Estimation,0,22,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,ComplyCube Identity Verification Platform,0,22,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,Kids Web Services Parent Verification,0,21,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,HyperVerge One,0,20,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,ComplyCube Identity Assurance,0,20,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,Facephi Identity Platform,0,19,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,VouchedRx,0,18,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,VerifyMy VerifyMyContent,0,18,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,VouchedFi,0,18,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,VouchedAuto,0,18,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,Jumio Platform,0,17,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,3DiVi Face SDK & API,0,16,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,Luxand FaceSDK,0,16,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,Paravision Age Estimation,0,16,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,Checkin.com Face Recognition,0,16,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,AGEify Application,0,12,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,Kairos Digital Identity Verification,0,12,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,Unissey Facial Biometrics,0,12,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,Melissa Identity Verification,0,12,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,HyperVerge Face Authentication,0,12,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,Gulf Data International IdentifyME,0,12,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,Amazon Rekognition,0,12,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,Innovative Technology MyCheckr,0,12,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,SCSoft Face Verification,0,12,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,Enface Platform,0,12,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,KYCAID Verification Platform,0,12,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,Betaface Face Detection and Recognition SDK & API,0,12,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,Trust Stamp Age Estimation,0,12,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,Didit Identity Verification,0,12,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,Trust Stamp Age Verification,0,12,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,UltraPass Identity Ultra Pass ID,0,11,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,1Kosmos BlockID Customer,0,11,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,MSLA-ID Identity Verification,0,11,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,Deep Labs DeepDecision,0,9,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,Rank One Computing ROC SDK,0,8,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,Luxand Cloud,0,8,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,Ondato Age Verification,0,8,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,KnowYourX Ultimate Verification Platform,0,8,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,Checkin.com Identity Document Scanning & Face Matching,0,8,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,SkyBiometry Facial Recognition API,0,8,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,ClearDil Identity Verification,0,8,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,Neurotechnology Face Verification,0,8,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,Aware PreFace,0,8,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,Alchera Face Trust,0,8,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,Bandio Age Band,0,8,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,Daon xProof,0,8,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,Verisoul Face Match,0,8,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,Ondato Reusable Age Verification,0,8,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,ClearDil Biometric Verification,0,8,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,Luxand Age-O-Meter,0,8,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,AU10TIX Biometric Identity Verification System,0,8,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,Facephi Onboarding,0,6,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,Veratad IDMatch,0,4,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,Outdid Private Verification,0,4,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,Verifai Identity Verification Platform,0,4,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,AVSecure AgePass,0,4,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,Facephi Authentication,0,3,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,Techsign Biometric signature & forensic tool,0,3,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,AgeVerify Age Verification,0,3,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,IDMERIT IDMkyx,0,2,32
